zip,county_name
93555,Kern
93558,San Bernardino
93560,Kern
93561,Kern
93562,San Bernardino
93563,Los Angeles
93581,Kern
93591,Los Angeles
93601,Madera
93602,Fresno
93603,Tulare
93604,Madera
93605,Fresno
93606,Fresno
93608,Fresno
93609,Fresno
93610,Madera
93611,Fresno
93612,Fresno
93614,Madera
93615,Tulare
93616,Fresno
93618,Tulare
93619,Fresno
93620,Merced
93621,Fresno
93622,Fresno
93623,Mariposa
93624,Fresno
93625,Fresno
93626,Madera
93627,Fresno
93628,Fresno
93630,Fresno
93631,Tulare
93633,Tulare
93634,Fresno
93635,Merced
93636,Madera
93637,Madera
93638,Madera
93640,Fresno
93641,Fresno
93643,Madera
93644,Madera
93645,Madera
93646,Tulare
93647,Tulare
93648,Fresno
93650,Fresno
93651,Fresno
93652,Fresno
93653,Madera
93654,Fresno
93656,Fresno
93657,Fresno
93660,Fresno
93662,Fresno
93664,Fresno
93665,Merced
93666,Tulare
93667,Fresno
93668,Fresno
93669,Madera
93670,Tulare
93673,Tulare
93675,Fresno
93701,Fresno
93702,Fresno
93703,Fresno
93704,Fresno
93705,Fresno
93706,Fresno
93710,Fresno
93711,Fresno
93720,Fresno
93721,Fresno
93722,Fresno
93723,Fresno
93725,Fresno
93726,Fresno
93727,Fresno
93728,Fresno
93730,Fresno
93737,Fresno
93740,Fresno
93741,Fresno
93901,Monterey
93905,Monterey
93906,Monterey
93907,Monterey
93908,Monterey
93920,Monterey
93921,Monterey
93923,Monterey
93924,Monterey
93925,Monterey
93926,Monterey
93927,Monterey
93928,Monterey
93930,Monterey
93932,Monterey
93933,Monterey
93940,Monterey
93943,Monterey
93944,Monterey
93950,Monterey
93953,Monterey
93954,Monterey
93955,Monterey
93960,Monterey
93962,Monterey
94002,San Mateo
94005,San Mateo
94010,San Mateo
94014,San Mateo
94015,San Mateo
94018,San Mateo
94019,San Mateo
94020,San Mateo
94021,San Mateo
94022,Santa Clara
94024,Santa Clara
94025,San Mateo
94027,San Mateo
94028,San Mateo
94030,San Mateo
94037,San Mateo
94038,San Mateo
94040,Santa Clara
94041,Santa Clara
94043,Santa Clara
94044,San Mateo
94060,San Mateo
94061,San Mateo
94062,San Mateo
94063,San Mateo
94065,San Mateo
94066,San Mateo
94070,San Mateo
94074,San Mateo
94080,San Mateo
94085,Santa Clara
94086,Santa Clara
94087,Santa Clara
94089,Santa Clara
94102,San Francisco
94103,San Francisco
94104,San Francisco
94105,San Francisco
94107,San Francisco
94108,San Francisco
94109,San Francisco
94110,San Francisco
94111,San Francisco
94112,San Francisco
94114,San Francisco
94115,San Francisco
94116,San Francisco
94117,San Francisco
94118,San Francisco
94121,San Francisco
94122,San Francisco
94123,San Francisco
94124,San Francisco
94127,San Francisco
94128,San Mateo
94129,San Francisco
94130,San Francisco
94131,San Francisco
94132,San Francisco
94133,San Francisco
94134,San Francisco
94158,San Francisco
94188,San Francisco
94301,Santa Clara
94303,Santa Clara
94304,Santa Clara
94305,Santa Clara
94306,Santa Clara
94401,San Mateo
94402,San Mateo
94403,San Mateo
94404,San Mateo
94501,Alameda
94502,Alameda
94503,Napa
94505,Contra Costa
94506,Contra Costa
94507,Contra Costa
94508,Napa
94509,Contra Costa
94510,Solano
94511,Contra Costa
94512,Solano
94513,Contra Costa
94514,Contra Costa
94515,Sonoma
94516,Contra Costa
94517,Contra Costa
94518,Contra Costa
94519,Contra Costa
94520,Contra Costa
94521,Contra Costa
94523,Contra Costa
94525,Contra Costa
94526,Contra Costa
94528,Contra Costa
94530,Contra Costa
94531,Contra Costa
94533,Solano
94534,Solano
94535,Solano
94536,Alameda
94538,Alameda
94539,Alameda
94541,Alameda
94542,Alameda
94544,Alameda
94545,Alameda
94546,Alameda
94547,Contra Costa
94548,Contra Costa
94549,Contra Costa
94550,Alameda
94551,Alameda
94552,Alameda
94553,Contra Costa
94555,Alameda
94556,Contra Costa
94558,Napa
94559,Napa
94560,Alameda
94561,Contra Costa
94562,Napa
94563,Contra Costa
94564,Contra Costa
94565,Contra Costa
94566,Alameda
94567,Napa
94568,Alameda
94569,Contra Costa
94571,Solano
94572,Contra Costa
94573,Napa
94574,Napa
94575,Contra Costa
94576,Napa
94577,Alameda
94578,Alameda
94579,Alameda
94580,Alameda
94582,Contra Costa
94583,Contra Costa
94585,Solano
94586,Alameda
94587,Alameda
94588,Alameda
94589,Solano
94590,Solano
94591,Solano
94592,Solano
94595,Contra Costa
94596,Contra Costa
94597,Contra Costa
94598,Contra Costa
94599,Napa
94601,Alameda
94602,Alameda
94603,Alameda
94605,Alameda
94606,Alameda
94607,Alameda
94608,Alameda
94609,Alameda
94610,Alameda
94611,Alameda
94612,Alameda
94613,Alameda
94618,Alameda
94619,Alameda
94621,Alameda
94702,Alameda
94703,Alameda
94704,Alameda
94705,Alameda
94706,Alameda
94707,Alameda
94708,Contra Costa
94709,Alameda
94710,Alameda
94720,Alameda
94801,Contra Costa
94803,Contra Costa
94804,Contra Costa
94805,Contra Costa
94806,Contra Costa
94901,Marin
94903,Marin
94904,Marin
94920,Marin
94922,Sonoma
94923,Sonoma
94924,Marin
94925,Marin
94928,Sonoma
94929,Marin
94930,Marin
94931,Sonoma
94933,Marin
94937,Marin
94938,Marin
94939,Marin
94940,Marin
94941,Marin
94945,Marin
94946,Marin
94947,Marin
94949,Marin
94950,Marin
94951,Sonoma
94952,Marin
94954,Sonoma
94956,Marin
94957,Marin
94960,Marin
94963,Marin
94964,Marin
94965,Marin
94970,Marin
94971,Marin
94972,Sonoma
94973,Marin
95002,Santa Clara
95003,Santa Cruz
95004,Monterey
95005,Santa Cruz
95006,Santa Cruz
95007,Santa Cruz
95008,Santa Clara
95010,Santa Cruz
95012,Monterey
95013,Santa Clara
95014,Santa Clara
95017,Santa Cruz
95018,Santa Cruz
95019,Santa Cruz
95020,Santa Clara
95023,San Benito
95030,Santa Clara
95032,Santa Clara
95033,Santa Cruz
95035,Santa Clara
95037,Santa Clara
95039,Monterey
95041,Santa Cruz
95043,San Benito
95045,San Benito
95046,Santa Clara
95050,Santa Clara
95051,Santa Clara
95053,Santa Clara
95054,Santa Clara
95060,Santa Cruz
95062,Santa Cruz
95064,Santa Cruz
95065,Santa Cruz
95066,Santa Cruz
95070,Santa Clara
95073,Santa Cruz
95075,San Benito
95076,Santa Cruz
95110,Santa Clara
95111,Santa Clara
95112,Santa Clara
95113,Santa Clara
95116,Santa Clara
95117,Santa Clara
95118,Santa Clara
95119,Santa Clara
95120,Santa Clara
95121,Santa Clara
95122,Santa Clara
95123,Santa Clara
95124,Santa Clara
95125,Santa Clara
95126,Santa Clara
95127,Santa Clara
95128,Santa Clara
95129,Santa Clara
95130,Santa Clara
95131,Santa Clara
95132,Santa Clara
95133,Santa Clara
95134,Santa Clara
95135,Santa Clara
95136,Santa Clara
95138,Santa Clara
95139,Santa Clara
95140,Santa Clara
95148,Santa Clara
95202,San Joaquin
95203,San Joaquin
95204,San Joaquin
95205,San Joaquin
95206,San Joaquin
95207,San Joaquin
95209,San Joaquin
95210,San Joaquin
95211,San Joaquin
95212,San Joaquin
95215,San Joaquin
95219,San Joaquin
95220,San Joaquin
95221,Calaveras
95222,Calaveras
95223,Alpine
95224,Calaveras
95225,Calaveras
95226,Calaveras
95227,San Joaquin
95228,Calaveras
95230,Stanislaus
95231,San Joaquin
95232,Calaveras
95233,Calaveras
95236,San Joaquin
95237,San Joaquin
95240,San Joaquin
95242,San Joaquin
95245,Calaveras
95246,Calaveras
95247,Calaveras
95248,Calaveras
95249,Calaveras
95251,Calaveras
95252,Calaveras
95253,San Joaquin
95254,Calaveras
95255,Calaveras
95257,Calaveras
95258,San Joaquin
95301,Merced
95303,Merced
95304,San Joaquin
95305,Tuolumne
95306,Mariposa
95307,Stanislaus
95309,Tuolumne
95310,Tuolumne
95311,Mariposa
95312,Merced
95313,Stanislaus
95315,Merced
95316,Stanislaus
95317,Merced
95318,Mariposa
95319,Stanislaus
95320,San Joaquin
95321,Tuolumne
95322,Merced
95323,Stanislaus
95324,Merced
95325,Mariposa
95326,Stanislaus
95327,Tuolumne
95328,Stanislaus
95329,Tuolumne
95330,San Joaquin
95333,Merced
95334,Merced
95335,Tuolumne
95336,San Joaquin
95337,San Joaquin
95338,Mariposa
95340,Merced
95341,Merced
95345,Mariposa
95346,Tuolumne
95348,Merced
95350,Stanislaus
95351,Stanislaus
95354,Stanislaus
95355,Stanislaus
95356,Stanislaus
95357,Stanislaus
95358,Stanislaus
95360,Stanislaus
95361,Stanislaus
95363,Stanislaus
95364,Tuolumne
95365,Merced
95366,San Joaquin
95367,Stanislaus
95368,Stanislaus
95369,Merced
95370,Tuolumne
95372,Tuolumne
95374,Merced
95375,Tuolumne
95376,San Joaquin
95377,San Joaquin
95379,Tuolumne
95380,Stanislaus
95382,Stanislaus
95383,Tuolumne
95385,Stanislaus
95386,Stanislaus
95387,Stanislaus
95388,Merced
95389,Mariposa
95391,Alameda
95401,Sonoma
95403,Sonoma
95404,Sonoma
95405,Sonoma
95407,Sonoma
95409,Sonoma
95410,Mendocino
95412,Sonoma
95415,Mendocino
95417,Mendocino
95419,Sonoma
95420,Mendocino
95421,Sonoma
95422,Lake
95423,Lake
95425,Sonoma
95426,Lake
95427,Mendocino
95428,Mendocino
95429,Mendocino
95430,Sonoma
95431,Sonoma
95432,Mendocino
95435,Lake
95436,Sonoma
95437,Mendocino
95439,Sonoma
95441,Sonoma
95442,Sonoma
95443,Lake
95444,Sonoma
95445,Mendocino
95446,Sonoma
95448,Sonoma
95449,Mendocino
95450,Sonoma
95451,Lake
95452,Sonoma
95453,Lake
95454,Mendocino
95456,Mendocino
95457,Lake
95458,Lake
95459,Mendocino
95460,Mendocino
95461,Lake
95462,Sonoma
95463,Mendocino
95464,Lake
95465,Sonoma
95466,Mendocino
95467,Lake
95468,Mendocino
95469,Mendocino
95470,Mendocino
95471,Sonoma
95472,Sonoma
95476,Sonoma
95480,Sonoma
95482,Mendocino
95485,Lake
95486,Sonoma
95488,Mendocino
95490,Mendocino
95492,Sonoma
95493,Lake
95494,Mendocino
95497,Sonoma
95501,Humboldt
95503,Humboldt
95511,Humboldt
95514,Humboldt
95519,Humboldt
95521,Humboldt
95524,Humboldt
95525,Humboldt
95526,Humboldt
95527,Trinity
95528,Humboldt
95531,Del Norte
95536,Humboldt
95537,Humboldt
95538,Del Norte
95540,Humboldt
95542,Humboldt
95543,Del Norte
95545,Humboldt
95546,Humboldt
95547,Humboldt
95548,Del Norte
95549,Humboldt
95550,Humboldt
95551,Humboldt
95552,Trinity
95553,Humboldt
95554,Humboldt
95555,Humboldt
95556,Humboldt
95558,Humboldt
95559,Humboldt
95560,Humboldt
95562,Humboldt
95563,Trinity
95564,Humboldt
95565,Humboldt
95567,Del Norte
95568,Siskiyou
95569,Humboldt
95570,Humboldt
95571,Humboldt
95573,Humboldt
95585,Mendocino
95587,Mendocino
95589,Humboldt
95595,Trinity
95601,Amador
95602,Placer
95603,Placer
95604,Placer
95605,Yolo
95606,Yolo
95607,Yolo
95608,Sacramento
95610,Sacramento
95612,Yolo
95613,El Dorado
95614,El Dorado
95615,Sacramento
95616,Yolo
95618,Yolo
95619,El Dorado
95620,Solano
95621,Sacramento
95623,El Dorado
95624,Sacramento
95625,Solano
95626,Sacramento
95627,Yolo
95628,Sacramento
95629,Amador
95630,Sacramento
95631,Placer
95632,Sacramento
95633,El Dorado
95634,El Dorado
95635,El Dorado
95636,El Dorado
95637,Yolo
95638,Sacramento
95639,Sacramento
95640,Amador
95641,Sacramento
95642,Amador
95645,Yolo
95646,Alpine
95648,Placer
95650,Placer
95651,El Dorado
95652,Sacramento
95653,Yolo
95655,Sacramento
95658,Placer
95659,Sutter
95660,Sacramento
95661,Placer
95662,Sacramento
95663,Placer
95664,El Dorado
95665,Amador
95666,Amador
95667,El Dorado
95668,Sutter
95669,Amador
95670,Sacramento
95671,Sacramento
95672,El Dorado
95673,Sacramento
95674,Sutter
95675,Amador
95676,Sutter
95677,Placer
95678,Placer
95679,Yolo
95680,Sacramento
95681,Placer
95682,El Dorado
95683,Sacramento
95684,El Dorado
95685,Amador
95686,San Joaquin
95687,Solano
95688,Solano
95689,Amador
95690,Sacramento
95691,Yolo
95692,Yuba
95693,Sacramento
95694,Yolo
95695,Yolo
95697,Yolo
95698,Yolo
95699,Amador
95701,Placer
95703,Placer
95709,El Dorado
95713,Placer
95714,Placer
95715,Placer
95717,Placer
95720,El Dorado
95721,El Dorado
95722,Placer
95726,El Dorado
95728,Placer
95735,El Dorado
95736,Placer
95742,Sacramento
95746,Placer
95747,Placer
95757,Sacramento
95758,Sacramento
95762,El Dorado
95765,Placer
95776,Yolo
95811,Sacramento
95814,Sacramento
95815,Sacramento
95816,Sacramento
95817,Sacramento
95818,Sacramento
95819,Sacramento
95820,Sacramento
95821,Sacramento
95822,Sacramento
95823,Sacramento
95824,Sacramento
95825,Sacramento
95826,Sacramento
95827,Sacramento
95828,Sacramento
95829,Sacramento
95830,Sacramento
95831,Sacramento
95832,Sacramento
95833,Sacramento
95834,Sacramento
95835,Sacramento
95837,Sacramento
95838,Sacramento
95841,Sacramento
95842,Sacramento
95843,Sacramento
95864,Sacramento
95901,Yuba
95903,Yuba
95910,Sierra
95912,Colusa
95913,Glenn
95914,Butte
95915,Plumas
95916,Butte
95917,Butte
95918,Yuba
95919,Yuba
95920,Glenn
95922,Yuba
95923,Plumas
95925,Yuba
95926,Butte
95928,Butte
95929,Butte
95930,Butte
95932,Colusa
95934,Plumas
95935,Yuba
95936,Sierra
95937,Yolo
95938,Butte
95939,Glenn
95941,Butte
95942,Butte
95943,Glenn
95944,Sierra
95945,Nevada
95946,Nevada
95947,Plumas
95948,Butte
95949,Nevada
95950,Colusa
95951,Glenn
95953,Sutter
95954,Butte
95955,Colusa
95956,Plumas
95957,Sutter
95958,Butte
95959,Nevada
95960,Sierra
95961,Yuba
95962,Yuba
95963,Glenn
95965,Butte
95966,Butte
95968,Butte
95969,Butte
95970,Glenn
95971,Plumas
95972,Yuba
95973,Butte
95974,Butte
95975,Nevada
95977,Yuba
95978,Butte
95979,Colusa
95981,Plumas
95982,Sutter
95983,Plumas
95984,Plumas
95986,Nevada
95987,Colusa
95988,Glenn
95991,Sutter
95993,Sutter
96001,Shasta
96002,Shasta
96003,Shasta
96006,Lassen
96007,Shasta
96008,Shasta
96009,Lassen
96010,Trinity
96011,Shasta
96013,Shasta
96014,Siskiyou
96015,Modoc
96016,Shasta
96017,Shasta
96019,Shasta
96020,Plumas
96021,Tehama
96022,Tehama
96023,Siskiyou
96024,Trinity
96025,Siskiyou
96027,Siskiyou
96028,Shasta
96029,Tehama
96031,Siskiyou
96032,Siskiyou
96033,Shasta
96034,Siskiyou
96035,Tehama
96037,Siskiyou
96038,Siskiyou
96039,Siskiyou
96040,Shasta
96041,Trinity
96044,Siskiyou
96046,Trinity
96047,Shasta
96048,Trinity
96050,Siskiyou
96051,Shasta
96052,Trinity
96054,Modoc
96055,Tehama
96056,Lassen
96057,Siskiyou
96058,Siskiyou
96059,Tehama
96061,Tehama
96062,Shasta
96063,Tehama
96064,Siskiyou
96065,Shasta
96067,Siskiyou
96068,Lassen
96069,Shasta
96071,Shasta
96073,Shasta
96074,Tehama
96075,Tehama
96076,Trinity
96078,Tehama
96080,Tehama
96084,Shasta
96085,Siskiyou
96086,Siskiyou
96087,Shasta
96088,Shasta
96090,Tehama
96091,Trinity
96092,Tehama
96093,Trinity
96094,Siskiyou
96096,Shasta
96097,Siskiyou
96101,Modoc
96103,Plumas
96104,Modoc
96105,Plumas
96106,Plumas
96107,Mono
96108,Modoc
96109,Lassen
96110,Modoc
96111,Nevada
96112,Modoc
96113,Lassen
96114,Lassen
96115,Modoc
96116,Modoc
96117,Lassen
96118,Sierra
96119,Lassen
96120,Alpine
96121,Lassen
96122,Plumas
96123,Lassen
96124,Sierra
96125,Sierra
96126,Sierra
96128,Lassen
96129,Plumas
96130,Lassen
96132,Lassen
96133,Mono
96134,Modoc
96135,Plumas
96136,Lassen
96137,Lassen
96140,Placer
96141,Placer
96142,El Dorado
96143,Placer
96145,Placer
96146,Placer
96148,Placer
96150,El Dorado
96155,El Dorado
96161,Nevada
